Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
DNAAF4-CCPG1		15q21.3	HOMDEL	2	70	2.9%	No
NRXN2		11q13.1	AMP	1	70	1.4%	No
FOXN3-AS2		14q32.11	AMP	1	70	1.4%	No
FAM124B		2q36.2	HOMDEL	1	70	1.4%	No
MLLT1		19p13.3	HOMDEL	2	70	2.9%	Yes
SH3GL1		19p13.3	HOMDEL	2	70	2.9%	Yes
ZNF232		17p13.2	HOMDEL	1	70	1.4%	No
FAM86B3P		8p23.1	HOMDEL	1	70	1.4%	No
LSAMP		3q13.31	HOMDEL	1	70	1.4%	No
ZNF451-AS1		6p12.1	AMP	2	70	2.9%	No
MRPL1		4q21.1	AMP	1	70	1.4%	No
HERC2		15q13.1	HOMDEL	1	70	1.4%	No
MTA1		14q32.33	AMP	1	70	1.4%	No
LANCL2		7p11.2	AMP	2	70	2.9%	No
OR7D4		19p13.2	AMP	1	70	1.4%	No
RTBDN		19p13.13	HOMDEL	1	70	1.4%	No
SDHC		1q23.3	AMP	1	70	1.4%	Yes
DEFA11P		8p23.1	HOMDEL	1	70	1.4%	No
C6		5p13.1	AMP	5	70	7.1%	No
MOAP1		14q32.12	HOMDEL	1	70	1.4%	No
PSG10P		19q13.2	AMP	2	70	2.9%	No
SYNGR2		17q25.3	HOMDEL	1	70	1.4%	No
GAK		4p16.3	HOMDEL	1	70	1.4%	No
SNAPC2		19p13.2	AMP	1	70	1.4%	No
MMD		17q22	AMP	1	70	1.4%	No
HMGN1		21q22.2	AMP	1	70	1.4%	No
NUP160		11p11.2	HOMDEL	1	70	1.4%	No
LINC02912		8q24.21	AMP	1	70	1.4%	No
C5ORF60		5q35.3	AMP	1	70	1.4%	No
CPSF6		12q15	AMP	2	70	2.9%	No
C2CD4D		1q21.3	AMP	1	70	1.4%	No
SLC25A30		13q14.13	HOMDEL	3	70	4.3%	No
LINC00642		14q32.11	AMP	1	70	1.4%	No
BTLA		3q13.2	AMP	2	70	2.9%	Yes
DAP3		1q22	AMP	1	70	1.4%	No
SNORD114-24		14q32.31	AMP	1	70	1.4%	No
SOCS3-DT		17q25.3	AMP	1	70	1.4%	No
GPR50		Xq28	AMP	2	70	2.9%	No
VANGL2		1q23.2	AMP	1	70	1.4%	No
GAMT		19p13.3	HOMDEL	3	70	4.3%	No
RAB11B-AS1		19p13.2	HOMDEL	1	70	1.4%	No
NDUFB1		14q31.3	AMP	1	70	1.4%	No
MDM1		12q15	AMP	1	70	1.4%	No
LINC00676		13q34	HOMDEL	1	70	1.4%	No
DUSP9		Xq28	AMP	2	70	2.9%	Yes
MAP4K1		19q13.2	AMP	3	70	4.3%	No
LINC02418		12q24.33	AMP	1	70	1.4%	No
PDIA5		3q21.1	AMP	3	70	4.3%	No
GTF2F2		13q14.12-q14.13	HOMDEL	3	70	4.3%	No
PRDM10-DT		11q24.3	HOMDEL	1	70	1.4%	No
SLC20A2		8p11.21	HOMDEL	1	70	1.4%	No
SNORD114-23		14q32.31	AMP	1	70	1.4%	No
POU1F1		3p11.2	HOMDEL	1	70	1.4%	No
NDUFA6		22q13.2	HOMDEL	1	70	1.4%	No
ZNF891		12q24.33	AMP	1	70	1.4%	No
NDUFS7		19p13.3	HOMDEL	3	70	4.3%	No
ZNF781		19q13.12	AMP	1	70	1.4%	No
POGLUT3		11q22.3	HOMDEL	1	70	1.4%	No
PAK2		3q29	AMP	9	70	12.9%	No
LTK		15q15.1	HOMDEL	2	70	2.9%	Yes
NOP2		12p13.31	AMP	1	70	1.4%	No
EXOSC2		9q34.12	AMP	1	70	1.4%	No
ZNF800		7q31.33	HOMDEL	1	70	1.4%	No
B3GAT1-DT		11q25	HOMDEL	1	70	1.4%	No
SNORA35		Xq23	AMP	1	70	1.4%	No
LINC01205		3q13.13	AMP	2	70	2.9%	No
FAXDC2		5q33.2	AMP	1	70	1.4%	No
RYR1		19q13.2	AMP	3	70	4.3%	No
CLN8		8p23.3	HOMDEL	1	70	1.4%	No
ERN1		17q23.3	AMP	1	70	1.4%	No
PLPPR2		19p13.2	HOMDEL	1	70	1.4%	No
DHFR2		3q11.2	AMP	2	70	2.9%	No
NDUFB7		19p13.12	HOMDEL	1	70	1.4%	No
MEDAG		13q12.3	HOMDEL	1	70	1.4%	No
GSDMD		8q24.3	AMP	1	70	1.4%	No
ZNF283		19q13.31	AMP	3	70	4.3%	No
CXORF66		Xq27.1	HOMDEL	1	70	1.4%	No
PF4		4q13.3	AMP	1	70	1.4%	No
HES1		3q29	AMP	10	70	14.3%	No
SMYD4		17p13.3	HOMDEL	1	70	1.4%	No
SP110		2q37.1	HOMDEL	1	70	1.4%	No
POLB		8p11.21	HOMDEL	1	70	1.4%	No
XPO7		8p21.3	HOMDEL	1	70	1.4%	No
EIF5		14q32.32	AMP	1	70	1.4%	No
ADAT1		16q23.1	AMP	1	70	1.4%	No
C8G		9q34.3	HOMDEL	1	70	1.4%	No
SUSD1		9q31.3-q32	AMP	1	70	1.4%	No
ABHD2		15q26.1	AMP	1	70	1.4%	No
MUC16		19p13.2	HOMDEL	1	70	1.4%	No
CENPVL1		Xp11.22	AMP	1	70	1.4%	No
SNORA36A		Xq28	AMP	2	70	2.9%	No
EHF		11p13	AMP	2	70	2.9%	No
FAM114A2		5q33.2	AMP	1	70	1.4%	No
TMEM262		11q13.1	AMP	1	70	1.4%	No
TMOD2		15q21.2	HOMDEL	2	70	2.9%	No
C3ORF85		3q13.13	AMP	2	70	2.9%	No
SLC45A4		8q24.3	AMP	1	70	1.4%	No
YIPF2		19p13.2	HOMDEL	1	70	1.4%	No
LYPD5		19q13.31	AMP	3	70	4.3%	No
SERPINA6		14q32.13	HOMDEL	1	70	1.4%	No
UBAC1		9q34.3	HOMDEL	1	70	1.4%	No
ASMTL-AS1		Xp22.33 and Yp11.32	AMP	1	70	1.4%	No
CERS4		19p13.2	HOMDEL	1	70	1.4%	No
MTRFR		12q24.31	AMP	1	70	1.4%	No
SERP1		3q25.1	AMP	4	70	5.7%	No
GAB3		Xq28	AMP	2	70	2.9%	No
PF4V1		4q13.3	AMP	1	70	1.4%	No
ZNF41		Xp11.3	AMP	2	70	2.9%	No
AFG3L1P		16q24.3	HOMDEL	1	70	1.4%	No
NDUFA9		12p13.3	AMP	1	70	1.4%	No
NEURL1B		5q35.1	AMP	1	70	1.4%	No
LCE2C		1q21.3	AMP	1	70	1.4%	No
CHD4		12p13.31	AMP	1	70	1.4%	Yes
AGPAT2		9q34.3	HOMDEL	1	70	1.4%	No
SNORD104		17q23.3	AMP	1	70	1.4%	No
CELF3		1q21.3	AMP	1	70	1.4%	No
CAMKK1		17p13.2	HOMDEL	1	70	1.4%	No
PTCHD4		6p12.3	AMP	1	70	1.4%	No
SNORD114-22		14q32.31	AMP	1	70	1.4%	No
TNFRSF10C		8p21.3	HOMDEL	1	70	1.4%	No
PACS1		11q13.1-q13.2	AMP	1	70	1.4%	No
SHROOM4		Xp11.22	AMP	2	70	2.9%	No
TMEM169		2q35	HOMDEL	2	70	2.9%	No
MIR205HG		1q32.2	AMP	2	70	2.9%	No
SPRING1		12q24.22	AMP	1	70	1.4%	No
KLHL6		3q27.1	AMP	8	70	11.4%	Yes
ADGRF1		6p12.3	AMP	1	70	1.4%	No
SNORA28		14q32.32	HOMDEL	1	70	1.4%	No
FANCA		16q24.3	HOMDEL	1	70	1.4%	Yes
NMT1		17q21.31	AMP	1	70	1.4%	No
DICER1		14q32.13	AMP	1	70	1.4%	Yes
OTULINL		5p15.2	AMP	4	70	5.7%	No
AP4E1		15q21.2	HOMDEL	2	70	2.9%	No
SEC14L1		17q25.2-q25.3	AMP	2	70	2.9%	No
ATG3		3q13.2	AMP	2	70	2.9%	No
ZNF454		5q35.3	AMP	1	70	1.4%	No
CXCR1		2q35	HOMDEL	2	70	2.9%	No
EPHA3		3p11.1	HOMDEL	1	70	1.4%	Yes
ZNF575		19q13.31	AMP	2	70	2.9%	No
FOXS1		20q11.21	AMP	1	70	1.4%	No
NFAM1		22q13.2	HOMDEL	1	70	1.4%	No
CFP		Xp11.23	AMP	2	70	2.9%	No
ARRDC1		9q34.3	HOMDEL	1	70	1.4%	No
HPS3		3q24	AMP	4	70	5.7%	No
AREG		4q13.3	AMP	1	70	1.4%	No
IFNA7		9p21.3	HOMDEL	1	70	1.4%	No
C15ORF32		15q26.1	AMP	1	70	1.4%	No
EIF4G1		3q27.1	AMP	8	70	11.4%	No
HEATR5A		14q12	AMP	2	70	2.9%	No
MAGEA4		Xq28	AMP	2	70	2.9%	No
KIAA0232		4p16.1	HOMDEL	1	70	1.4%	No
SULT1B1		4q13.3	HOMDEL	1	70	1.4%	No
TBX1		22q11.21	AMP	1	70	1.4%	No
NPAS3		14q13.1	AMP	3	70	4.3%	No
C8ORF33		8q24.3	AMP	1	70	1.4%	No
HSPA8		11q24.1	HOMDEL	1	70	1.4%	No
BCLAF3		Xp22.12	AMP	2	70	2.9%	No
TMOD4		1q21.3	AMP	1	70	1.4%	No
FRS2		12q15	AMP	1	70	1.4%	Yes
TMEM179		14q32.33	AMP	1	70	1.4%	No
ARF4		3p14.3	HOMDEL	2	70	2.9%	No
C1ORF56		1q21.3	AMP	1	70	1.4%	No
OGG1		3p25.3	HOMDEL	1	70	1.4%	No
WIPI1		17q24.2	AMP	1	70	1.4%	No
ZNF687		1q21.3	AMP	1	70	1.4%	No
MMP27		11q22.2	AMP	6	70	8.6%	No
GABRA5		15q12	HOMDEL	1	70	1.4%	No
GSTA1		6p12.2	AMP	1	70	1.4%	No
ZFP41		8q24.3	AMP	1	70	1.4%	No
MAGEA3		Xq28	AMP	2	70	2.9%	No
ST13		22q13.2	AMP	1	70	1.4%	No
ZNF451		6p12.1	AMP	2	70	2.9%	No
FGD4		12p11.21	AMP	1	70	1.4%	No
DPPA2		3q13.13	AMP	2	70	2.9%	No
GGNBP1		6p21.31	AMP	1	70	1.4%	No
CENPL		1q25.1	AMP	1	70	1.4%	No
PHF21B		22q13.31	AMP	3	70	4.3%	No
RANBP17		5q35.1	AMP	1	70	1.4%	No
RBM26-AS1		13q31.1	HOMDEL	1	70	1.4%	No
FOXF2		6p25.3	HOMDEL	1	70	1.4%	No
SMIM24		19p13.3	HOMDEL	2	70	2.9%	No
DGKG		3q27.2-q27.3	AMP	8	70	11.4%	No
GPSM2		1p13.3	AMP	1	70	1.4%	No
PIN4		Xq13.1	AMP	1	70	1.4%	No
WNT7B		22q13.31	HOMDEL	1	70	1.4%	No
HAS2		8q24.13	AMP	1	70	1.4%	No
LINC00347		13q22.1	HOMDEL	1	70	1.4%	No
NME9		3q22.3	AMP	3	70	4.3%	No
SNORA17B		9q34.3	HOMDEL	1	70	1.4%	No
ITPR1		3p26.1	HOMDEL	1	70	1.4%	No
IFT43		14q24.3	AMP	1	70	1.4%	No
IFNA8		9p21.3	HOMDEL	1	70	1.4%	No
ATG4D		19p13.2	AMP	1	70	1.4%	No
F13A1		6p25.1	HOMDEL	1	70	1.4%	No
GSTA2		6p12.2	AMP	1	70	1.4%	No
PRICKLE2-AS3		3p14.1	HOMDEL	1	70	1.4%	No
SKP2		5p13.2	AMP	5	70	7.1%	No
WIPF2		17q21.2	HOMDEL	1	70	1.4%	No
MAPK11		22q13.33	HOMDEL	2	70	2.9%	No
AIFM1		Xq26.1	AMP	1	70	1.4%	No
MAGEA2		Xq28	AMP	2	70	2.9%	No
ALKBH3		11p11.2	AMP	1	70	1.4%	No
AGXT2		5p13.2	AMP	7	70	10.0%	No
MRFAP1L1		4p16.1	HOMDEL	1	70	1.4%	No
PWWP2B		10q26.3	HOMDEL	1	70	1.4%	No
POLR2H		3q27.1	AMP	8	70	11.4%	No
PRR34		22q13.31	HOMDEL	1	70	1.4%	No
PAX4		7q32.1	HOMDEL	1	70	1.4%	No
LINGO3		19p13.3	AMP	1	70	1.4%	No
FOXA1		14q21.1	AMP	3	70	4.3%	Yes
SULT1C4		2q12.3	AMP	1	70	1.4%	No
ISY1		3q21.3	AMP	3	70	4.3%	No
ADCY5		3q21.1	AMP	3	70	4.3%	No
LNP1		3q12.2	AMP	3	70	4.3%	No
ADGRF5		6p12.3	HOMDEL	1	70	1.4%	No
LINC02199		5p15.31	HOMDEL	1	70	1.4%	No
KRTAP2-2		17q21.2	HOMDEL	2	70	2.9%	No
ITGAV		2q32.1	HOMDEL	2	70	2.9%	No
SLA		8q24.22	AMP	1	70	1.4%	No
HGH1		8q24.3	AMP	1	70	1.4%	No
SMDT1		22q13.2	AMP	2	70	2.9%	No
MAGEA1		Xq28	AMP	2	70	2.9%	No
GPR68		14q32.11	HOMDEL	1	70	1.4%	No
FAM50A		Xq28	AMP	2	70	2.9%	No
RFNG		17q25.3	HOMDEL	1	70	1.4%	No
DLG1		3q29	AMP	9	70	12.9%	No
ZNRF4		19p13.3	HOMDEL	2	70	2.9%	No
TRAK2		2q33.1	HOMDEL	3	70	4.3%	No
WWTR1		3q25.1	AMP	4	70	5.7%	Yes
FAM83B		6p12.1	AMP	1	70	1.4%	No
DIP2A		21q22.3	AMP	1	70	1.4%	No
GOLGB1		3q13.33	AMP	3	70	4.3%	No
ZNF516		18q23	HOMDEL	1	70	1.4%	No
PDZD4		Xq28	AMP	2	70	2.9%	No
WNK3		Xp11.22	AMP	1	70	1.4%	No
GSS		20q11.22	AMP	1	70	1.4%	No
TRAF3IP1		2q37.3	HOMDEL	3	70	4.3%	No
CYP2E1		10q26.3	HOMDEL	3	70	4.3%	No
LINC02685		11p11.2	AMP	1	70	1.4%	No
TTLL1		22q13.2	AMP	3	70	4.3%	No
E2F1		20q11.22	AMP	1	70	1.4%	No
DKC1		Xq28	AMP	2	70	2.9%	No
TRIM53AP		11q14.3	AMP	2	70	2.9%	No
ADCY8		8q24.22	AMP	1	70	1.4%	No
CPSF1		8q24.3	AMP	1	70	1.4%	No
TMEM14B		6p24.2	HOMDEL	1	70	1.4%	No
CIRBP		19p13.3	HOMDEL	3	70	4.3%	No
SELENOO		22q13.33	AMP	1	70	1.4%	No
FOXR1		11q23.3	HOMDEL	1	70	1.4%	No
PCGF2		17q12	AMP	1	70	1.4%	No
ZBTB11		3q12.3	AMP	3	70	4.3%	No
SNORD111B		16q22.1	AMP	1	70	1.4%	No
PDPR		16q22.1	AMP	1	70	1.4%	No
COPG1		3q21.3	AMP	3	70	4.3%	No
P2RX2		12q24.33	AMP	1	70	1.4%	No
PRRG3		Xq28	AMP	2	70	2.9%	No
SLC6A18		5p15.33	AMP	3	70	4.3%	No
KIT		4q12	HOMDEL	1	70	1.4%	Yes
RAD54L2		3p21.2	HOMDEL	1	70	1.4%	No
SLAMF1		1q23.3	AMP	1	70	1.4%	No
OR5AR1		11q12.1	HOMDEL	1	70	1.4%	No
KLHL31		6p12.1	HOMDEL	1	70	1.4%	No
GPR132		14q32.33	HOMDEL	1	70	1.4%	No
PHF20L1		8q24.22	AMP	1	70	1.4%	No
PPM1L		3q25.33-q26.1	AMP	6	70	8.6%	No
FASTKD2		2q33.3	HOMDEL	3	70	4.3%	No
ZNF341-AS1		20q11.22	AMP	1	70	1.4%	No
ADCY9		16p13.3	AMP	1	70	1.4%	No
CXCL17		19q13.2	AMP	2	70	2.9%	No
S1PR5		19p13.2	AMP	1	70	1.4%	No
GPR162		12p13	AMP	1	70	1.4%	No
GOLGA3		12q24.33	AMP	1	70	1.4%	No
GPKOW		Xp11.23	AMP	2	70	2.9%	No
NGB		14q24.3	HOMDEL	1	70	1.4%	No
PVALEF		17q25.3	HOMDEL	1	70	1.4%	No
CYP2G1P		19q13.2	AMP	2	70	2.9%	No
CHCHD1		10q22.2	HOMDEL	1	70	1.4%	No
LRRC37BP1		17q11.2	AMP	1	70	1.4%	No
DEFB133		6p12.3	HOMDEL	1	70	1.4%	No
GSPT1		16p13.13	AMP	1	70	1.4%	No
SIRT5		6p23	HOMDEL	2	70	2.9%	No
GOLGA2P7		15q25.2	HOMDEL	1	70	1.4%	No
FAM47E-STBD1		4q21.1	HOMDEL	1	70	1.4%	No
SEC24C		10q22.2	HOMDEL	1	70	1.4%	No
GCNA		Xq13.1	AMP	1	70	1.4%	No
ITGA1		5q11.2	HOMDEL	1	70	1.4%	No
CLEC10A		17p13.1	AMP	1	70	1.4%	No
ILF3-DT		19p13.2	HOMDEL	1	70	1.4%	No
COL4A4		2q36.3	HOMDEL	1	70	1.4%	No
SLC1A1		9p24.2	AMP	1	70	1.4%	No
CT55		Xq26.3	AMP	1	70	1.4%	No
EPSTI1		13q14.11	HOMDEL	3	70	4.3%	No
ABCC1		16p13.11	AMP	1	70	1.4%	No
PLD4		14q32.33	HOMDEL	1	70	1.4%	No
MESP2		15q26.1	AMP	1	70	1.4%	No
DAB2		5p13.1	AMP	6	70	8.6%	No
DIO2		14q31.1	AMP	1	70	1.4%	No
DNAJC21		5p13.2	AMP	7	70	10.0%	No
PSMD6-AS2		3p14.1	HOMDEL	1	70	1.4%	No
BRD9		5p15.33	HOMDEL	1	70	1.4%	No
PRC1-AS1		15q26.1	AMP	1	70	1.4%	No
PACSIN3		11p11.2	AMP	1	70	1.4%	No
LINC02740		11p12	HOMDEL	1	70	1.4%	No
ARSA		22q13.33	HOMDEL	2	70	2.9%	No
ZNF146		19q13.1	AMP	1	70	1.4%	No
CLRN1-AS1		3q25.1	AMP	4	70	5.7%	No
LINC00583		9p23	AMP	1	70	1.4%	No
SLN		11q22.3	HOMDEL	1	70	1.4%	No
GOLGA2P7		15q25.2	AMP	1	70	1.4%	No
ZAR1L		13q13.1	HOMDEL	1	70	1.4%	No
CCSER1		4q22.1	HOMDEL	3	70	4.3%	No
MLF1-DT		3q25.32	AMP	6	70	8.6%	No
SPATA6L		9p24.2-p24.1	AMP	1	70	1.4%	No
GSK3B		3q13.33	AMP	3	70	4.3%	Yes
LINC01473		2q32.1	AMP	1	70	1.4%	No
PTH2R		2q34	HOMDEL	1	70	1.4%	No
C14ORF180		14q32.33	AMP	1	70	1.4%	No
TBC1D22A		22q13.31	HOMDEL	1	70	1.4%	No
SLC1A2		11p13	AMP	2	70	2.9%	Yes
RCOR1		14q32.31	AMP	1	70	1.4%	No
SNORA40		11q21	AMP	2	70	2.9%	No
RRN3		16p13.11	AMP	1	70	1.4%	No
EBI3		19p13.3	HOMDEL	2	70	2.9%	No
ZSWIM6		5q12.1	HOMDEL	1	70	1.4%	No
CYTH1		17q25.3	AMP	1	70	1.4%	No
LINC00574		6q27	HOMDEL	1	70	1.4%	No
SNORA80E		1q22	AMP	2	70	2.9%	No
CT47A11		Xq24	AMP	1	70	1.4%	No
DIO3		14q32.31	AMP	1	70	1.4%	No
ZNF674-AS1		Xp11.3	AMP	2	70	2.9%	No
APH1A		1q21.2	AMP	1	70	1.4%	Yes
DDX11-AS1		12p11.21	AMP	1	70	1.4%	No
S100A9		1q21.3	AMP	1	70	1.4%	No
ENDOD1		11q21	AMP	3	70	4.3%	No
PIGX		3q29	AMP	9	70	12.9%	No
HSF1		8q24.3	AMP	1	70	1.4%	No
RESF1		12p11.21	AMP	1	70	1.4%	No
MRTFA		22q13.1-q13.2	AMP	1	70	1.4%	Yes
HCRTR2		6p12.1	HOMDEL	1	70	1.4%	No
SP140		2q37.1	HOMDEL	1	70	1.4%	Yes
MRPL9		1q21.3	AMP	1	70	1.4%	No
RTTN		18q22.2	HOMDEL	1	70	1.4%	No
SLC1A3		5p13.2	AMP	5	70	7.1%	No
PPWD1		5q12.3	HOMDEL	1	70	1.4%	No
SLC5A3		21q22.11	HOMDEL	1	70	1.4%	No
ATM		11q22.3	HOMDEL	1	70	1.4%	Yes
DDX6		11q23.3	HOMDEL	1	70	1.4%	Yes
OR6B2		2q37.3	HOMDEL	2	70	2.9%	No
SLCO1B1		12p12.1	AMP	1	70	1.4%	No
FNDC9		5q33.3	AMP	1	70	1.4%	No
ZNF823		19p13.2	HOMDEL	1	70	1.4%	No
ZFR2		19p13.3	HOMDEL	2	70	2.9%	No
DBNDD1		16q24.3	HOMDEL	1	70	1.4%	No
C12ORF71		12p11.23	AMP	2	70	2.9%	No
STATH		4q13.3	HOMDEL	1	70	1.4%	No
EDF1		9q34.3	HOMDEL	1	70	1.4%	No
EFEMP2		11q13.1	AMP	1	70	1.4%	No
ANXA9		1q21.3	AMP	1	70	1.4%	No
KCNE2		21q22.11	HOMDEL	1	70	1.4%	No
GAGE2A		Xp11.23	AMP	2	70	2.9%	No
PPP2R1B		11q23.1	HOMDEL	1	70	1.4%	No
RLN2		9p24.1	AMP	2	70	2.9%	No
LINC00977		8q24.21	AMP	1	70	1.4%	No
TNFRSF11B		8q24.12	AMP	1	70	1.4%	No
SERHL2		22q13.2	HOMDEL	1	70	1.4%	No
LINC00905		19p13.12	HOMDEL	1	70	1.4%	No
CLEC4C		12p13.31	AMP	1	70	1.4%	No
FREM2		13q13.3	HOMDEL	2	70	2.9%	No
TBX22		Xq21.1	HOMDEL	1	70	1.4%	No
ASAP1-IT2		8q24.21	AMP	1	70	1.4%	No
GPR174		Xq21.1	HOMDEL	1	70	1.4%	No
SYAP1		Xp22.2	AMP	2	70	2.9%	No
LINC01704		1q23.1	AMP	1	70	1.4%	No
FAM83C-AS1		20q11.22	AMP	1	70	1.4%	No
CLSTN3		12p13.31	AMP	1	70	1.4%	No
SPCS1		3p21.1	HOMDEL	1	70	1.4%	No
MYZAP		15q21.3	HOMDEL	1	70	1.4%	No
NCOA6		20q11.22	AMP	1	70	1.4%	No
ALDH1A2		15q21.3	HOMDEL	1	70	1.4%	No
NOP16		5q35.2	AMP	1	70	1.4%	No
LCE1F		1q21.3	AMP	1	70	1.4%	No
BLZF1		1q24.2	AMP	1	70	1.4%	No
LINC01947		5q34	AMP	1	70	1.4%	No
LINC02904		8q24.3	AMP	1	70	1.4%	No
USP17L25		4p16.1	HOMDEL	1	70	1.4%	No
KIRREL3		11q24.2	HOMDEL	2	70	2.9%	No
GALK1		17q25.1	AMP	4	70	5.7%	No
LINC02908		9q34.3	HOMDEL	1	70	1.4%	No
RNF7		3q23	AMP	2	70	2.9%	No
LOC728989		1q21.1	AMP	1	70	1.4%	No
MIA		19q13.2	AMP	2	70	2.9%	No
ECI2-DT		6p25.2	HOMDEL	1	70	1.4%	No
MRPL42P5		15q15.1	HOMDEL	1	70	1.4%	No
DNASE1L3		3p14.3	HOMDEL	1	70	1.4%	No
PRKAA1		5p13.1	AMP	5	70	7.1%	No
LINC02143		5q34	AMP	2	70	2.9%	No
KCNN4		19q13.31	AMP	3	70	4.3%	No
CHKB		22q13.33	AMP	1	70	1.4%	No
MAGEA10		Xq28	AMP	2	70	2.9%	No
DIO2-AS1		14q31.1	HOMDEL	1	70	1.4%	No
GRIN1		9q34.3	HOMDEL	1	70	1.4%	No
CLEC4M		19p13.2	AMP	1	70	1.4%	No
SH3TC1		4p16.1	HOMDEL	1	70	1.4%	No
ADGRG4		Xq26.3	AMP	1	70	1.4%	No
BNIPL		1q21.3	AMP	1	70	1.4%	No
AHSA1		14q24.3	AMP	1	70	1.4%	No
LINC00623		1p11.2	AMP	1	70	1.4%	No
MIR503HG		Xq26.3	AMP	1	70	1.4%	No
CCL25		19p13.2	HOMDEL	1	70	1.4%	No
NDFIP2-AS1		13q31.1	HOMDEL	1	70	1.4%	No
LCE2A		1q21.3	AMP	1	70	1.4%	No
MBTPS2		Xp22.12	AMP	3	70	4.3%	No
CREBBP		16p13.3	AMP	1	70	1.4%	Yes
KCNN3		1q21.3	AMP	1	70	1.4%	No
TSPYL2		Xp11.22	AMP	1	70	1.4%	No
MED11		17p13.2	HOMDEL	1	70	1.4%	No
MAGEA9		Xq28	AMP	2	70	2.9%	No
TTC23L		5p13.2	AMP	6	70	8.6%	No
RUNX1		21q22.12	AMP	1	70	1.4%	Yes
WRNIP1		6p25.2	HOMDEL	1	70	1.4%	No
ALKBH8		11q22.3	HOMDEL	1	70	1.4%	No
RTL8B		Xq26.3	AMP	1	70	1.4%	No
ZNF225-AS1		19q13.31	AMP	4	70	5.7%	No
CLNK		4p16.1	HOMDEL	1	70	1.4%	No
DPF1		19q13.2	AMP	3	70	4.3%	No
GLOD4		17p13.3	HOMDEL	1	70	1.4%	No
GAS5-AS1		1q25.1	AMP	1	70	1.4%	No
GEMIN8		Xp22.2	AMP	2	70	2.9%	No
KCNV2		9p24.2	HOMDEL	1	70	1.4%	No
KRTAP9-8		17q21.2	HOMDEL	2	70	2.9%	No
MAGEA8		Xq28	AMP	2	70	2.9%	No
CAMSAP3		19p13.2	HOMDEL	1	70	1.4%	No
EMC6		17p13.2	HOMDEL	1	70	1.4%	No
BFSP2		3q22.1	AMP	3	70	4.3%	No
SNHG16		17q25.1	AMP	2	70	2.9%	No
SNORD61		Xq26.3	AMP	1	70	1.4%	No
PHF20		20q11.22-q11.23	AMP	1	70	1.4%	No
SLC39A13		11p11.2	HOMDEL	1	70	1.4%	No
SFXN2		10q24.32	AMP	1	70	1.4%	No
CLUAP1		16p13.3	AMP	1	70	1.4%	No
IQCF6		3p21.2	HOMDEL	1	70	1.4%	No
ZNF879		5q35.3	AMP	1	70	1.4%	No
CT45A3		Xq26.3	AMP	1	70	1.4%	No
NDUFA6-DT		22q13.2	AMP	2	70	2.9%	No
PRKAB2		1q21.1	AMP	1	70	1.4%	No
HMG20B		19p13.3	HOMDEL	2	70	2.9%	No
SNORD19B		3p21.1	HOMDEL	1	70	1.4%	No
PUF60		8q24.3	AMP	1	70	1.4%	No
NUDT11		Xp11.22	AMP	1	70	1.4%	No
CRYBB2P1		22q11.2-q12.1	HOMDEL	1	70	1.4%	No
NOC4L		12q24.33	AMP	1	70	1.4%	No
ELOF1		19p13.2	HOMDEL	1	70	1.4%	No
TARS1		5p13.3	AMP	6	70	8.6%	No
EIF2AK4		15q15.1	HOMDEL	1	70	1.4%	No
MAGEA6		Xq28	AMP	2	70	2.9%	No
SNORD62A		9q34.13	AMP	1	70	1.4%	No
PDLIM7		5q35.3	AMP	1	70	1.4%	No
C7		5p13.1	AMP	5	70	7.1%	No
AGAP1		2q37.2	HOMDEL	2	70	2.9%	No
SUGT1		13q14.3	HOMDEL	2	70	2.9%	No
PYCR3		8q24.3	AMP	1	70	1.4%	No
ZNF230-DT		19q13.31	AMP	4	70	5.7%	No
BRCC3		Xq28	AMP	2	70	2.9%	No
PIN1		19p13	AMP	1	70	1.4%	No
MFAP3		5q33.2	AMP	1	70	1.4%	No
CRABP2		1q23.1	AMP	1	70	1.4%	No
TIMM44		19p13.2	AMP	1	70	1.4%	No
DEFA4		8p23.1	HOMDEL	1	70	1.4%	No
MAGEA5P		Xq28	AMP	2	70	2.9%	No
TAT		16q22.2	AMP	1	70	1.4%	No
FLRT2		14q31.3	HOMDEL	1	70	1.4%	No
H3-5		12p11.21	AMP	1	70	1.4%	Yes
PLA1A		3q13.33	AMP	3	70	4.3%	No
LINC02894		8q22.1	AMP	1	70	1.4%	No
CCDC159		19p13.2	HOMDEL	1	70	1.4%	No
GALC		14q31.3	AMP	1	70	1.4%	No
CCAR2		8p21.3	HOMDEL	2	70	2.9%	No
PHF5A		22q13.2	AMP	1	70	1.4%	No
ABCG1		21q22.3	AMP	1	70	1.4%	No
FOSL1		11q13.1	AMP	1	70	1.4%	No
PLPP6		9p24.1	HOMDEL	1	70	1.4%	No
DCP1A		3p21.1	HOMDEL	1	70	1.4%	No
CXORF51A		Xq27.3	AMP	1	70	1.4%	No
FGFRL1		4p16.3	HOMDEL	1	70	1.4%	No
KRT37		17q21.2	HOMDEL	2	70	2.9%	No
EPS15L1		19p13.11	HOMDEL	1	70	1.4%	No
TMEM64		8q21.3	AMP	1	70	1.4%	No
LINC00114		21q22.2	AMP	1	70	1.4%	No
S100A6		1q21.3	AMP	1	70	1.4%	No
